36	388	15404	-386	152	-63
132	356	15540	-392	173	-77
-40	380	15436	-398	138	-54
108	372	15564	-387	126	-68
184	292	15444	-400	136	-55
56	424	15540	-381	133	-69
188	332	15460	-393	105	-73
116	376	15492	-396	132	-62
84	400	15452	-388	120	-78
116	312	15436	-371	129	-61
148	340	15436	-360	139	-65
164	360	15520	-371	138	-59
152	372	15408	-374	163	-83
220	392	15548	-361	127	-79
72	452	15444	-364	130	-59
168	388	15580	-380	187	-61
120	364	15464	-351	145	-89
96	416	15392	-372	168	-61
152	416	15564	-367	167	-76
132	276	15532	-351	177	-74
52	440	15520	-380	187	-76
128	468	15476	-357	193	-58
60	400	15488	-373	167	-46
172	384	15324	-391	207	-70
64	432	15512	-378	176	-54
92	364	15476	-382	183	-62
28	352	15544	-381	176	-86
0	312	15560	-390	150	-63
88	444	15540	-404	161	-86
116	324	15532	-364	194	-71
44	252	15636	-362	163	-74
144	336	15364	-342	173	-54
56	416	15588	-376	179	-71
104	368	15576	-360	164	-57
80	320	15356	-362	158	-63
180	284	15452	-350	163	-70
180	328	15528	-382	193	-67
52	344	15556	-362	180	-71
200	456	15484	-365	186	-49
92	456	15572	-355	145	-88
84	472	15424	-364	157	-73
132	460	15564	-353	162	-85
92	416	15644	-359	155	-67
32	392	15568	-375	168	-76
72	328	15472	-388	157	-70
132	332	15468	-394	122	-59
144	420	15324	-383	129	-67
168	420	15400	-378	158	-83
144	352	15580	-385	157	-59
140	404	15528	-371	130	-56
124	464	15484	-373	164	-69
212	404	15616	-378	128	-70
52	396	15336	-377	144	-62
172	392	15616	-359	145	-64
172	468	15412	-373	140	-56
164	424	15392	-363	147	-48
164	452	15304	-389	159	-59
176	380	15612	-360	167	-75
220	368	15560	-374	183	-88
180	524	15584	-372	178	-59
280	396	15564	-374	193	-66
212	304	15624	-359	205	-58
172	368	15456	-380	253	-99
132	388	15580	-380	231	-61
268	440	15456	-356	208	-71
248	396	15532	-376	244	-74
184	388	15404	-382	269	-78
264	512	15476	-372	256	-60
164	344	15444	-360	283	-76
224	356	15524	-363	281	-78
200	492	15492	-373	307	-82
284	416	15496	-349	280	-68
280	340	15608	-368	307	-76
260	364	15516	-355	328	-78
176	344	15548	-353	319	-85
264	368	15568	-367	347	-49
180	416	15468	-360	322	-67
248	420	15524	-373	319	-71
192	376	15648	-368	317	-58
168	384	15516	-363	300	-67
180	364	15460	-373	274	-52
108	416	15436	-379	283	-73
220	460	15588	-377	259	-60
172	520	15336	-371	241	-64
112	388	15432	-383	239	-57
192	400	15460	-383	229	-86
224	420	15612	-378	202	-75
168	344	15528	-392	173	-72
196	304	15488	-383	177	-51
384	316	15484	-349	178	-49
212	360	15624	-353	174	-55
236	328	15352	-369	162	-94
76	408	15428	-375	115	-91
248	368	15660	-351	110	-49
172	400	15516	-342	89	-47
136	408	15512	-369	81	-39
224	380	15264	-356	82	-50
16	380	15448	-332	119	-75
116	472	15484	-354	86	-83
168	348	15540	-383	52	-87
208	408	15564	-366	100	-53
192	392	15476	-379	101	-65
196	368	15476	-375	87	-51
244	372	15524	-364	117	-66
132	504	15364	-399	109	-60
192	348	15516	-382	127	-70
248	440	15588	-407	144	-72
244	448	15528	-392	167	-49
76	320	15300	-361	180	-72
120	376	15516	-383	160	-61
312	280	15416	-363	201	-70
296	352	15476	-375	224	-91
228	416	15380	-391	222	-80
164	404	15468	-391	202	-75
236	344	15396	-370	234	-66
212	388	15636	-374	217	-63
196	344	15508	-379	235	-61
240	336	15692	-381	218	-68
168	384	15388	-356	220	-62
284	376	15440	-381	197	-71
144	332	15336	-357	205	-78
220	412	15504	-358	181	-76
164	456	15464	-356	192	-69
144	304	15556	-381	169	-50
152	400	15332	-363	171	-73
140	384	15132	-390	145	-70
232	404	15564	-365	143	-54
212	356	15512	-354	140	-66
272	436	15668	-387	145	-92
248	376	15412	-382	159	-57
132	504	15480	-387	129	-58
124	424	15524	-374	138	-85
264	372	15444	-374	149	-87
216	324	15496	-371	158	-75
140	388	15476	-378	168	-83
124	456	15488	-381	159	-55
260	376	15528	-371	163	-74
188	332	15468	-362	184	-63
212	300	15528	-376	173	-54
276	340	15572	-369	170	-71
136	372	15644	-382	193	-67
160	432	15596	-381	194	-76
180	408	15384	-397	197	-89
108	384	15408	-354	205	-52
200	400	15456	-367	205	-83
184	432	15464	-349	166	-66
180	408	15476	-373	182	-67
180	292	15528	-362	209	-76
152	376	15524	-394	196	-69
172	404	15492	-389	210	-75
100	312	15532	-379	177	-89
164	432	15328	-403	179	-48
56	436	15308	-368	166	-71
140	412	15536	-375	152	-63
80	408	15404	-386	192	-76
116	384	15544	-357	170	-73
56	460	15600	-376	172	-45
40	324	15520	-389	166	-58
48	448	15564	-374	145	-61
172	260	15452	-378	168	-95
96	340	15528	-365	178	-86
88	284	15596	-392	156	-69
-8	392	15520	-383	166	-71
124	368	15512	-376	184	-81
112	404	15408	-376	175	-72
32	256	15416	-361	161	-75
48	452	15440	-362	185	-75
96	360	15492	-370	170	-43
-8	268	15492	-362	184	-97
96	392	15700	-370	170	-77
32	360	15360	-351	164	-64
8	376	15324	-378	170	-58
76	392	15688	-384	181	-85
40	324	15660	-386	196	-46
68	328	15424	-380	177	-66
172	340	15416	-390	177	-58
52	348	15580	-380	175	-78
96	400	15468	-366	162	-60
48	280	15608	-381	157	-63
64	224	15532	-389	179	-79
116	320	15528	-373	149	-64
24	392	15644	-362	149	-104
-16	276	15504	-366	158	-78
12	296	15412	-358	132	-64
164	292	15392	-360	131	-46
4	348	15496	-342	108	-60
12	348	15704	-382	138	-86
120	316	15412	-354	122	-110
92	332	15460	-361	104	-93
32	396	15416	-379	126	-82
160	324	15540	-392	93	-65
72	396	15492	-392	116	-55
68	388	15600	-400	143	-57
20	296	15636	-359	140	-71
132	420	15488	-390	140	-71
112	412	15528	-372	157	-75
96	388	15460	-382	175	-71
96	316	15576	-368	182	-99
176	244	15528	-366	164	-80
36	296	15500	-348	217	-50
76	340	15504	-378	233	-64
-4	328	15536	-382	239	-52
-52	428	15428	-362	232	-64
64	340	15584	-354	244	-78
-16	332	15512	-344	249	-81
-48	296	15528	-353	219	-80
-52	376	15488	-361	247	-71
28	312	15476	-382	238	-70
96	468	15660	-356	228	-55
-16	420	15444	-376	202	-69
152	388	15712	-398	234	-60
-28	300	15384	-365	203	-60
-8	308	15480	-353	206	-62
12	416	15452	-352	218	-61
-48	372	15452	-374	198	-71
-24	368	15432	-358	151	-73
36	384	15424	-366	185	-62
-4	408	15360	-374	153	-57
72	380	15532	-361	161	-80
48	356	15408	-356	153	-85
-44	376	15424	-372	150	-73
-72	368	15528	-361	152	-74
40	332	15492	-376	133	-54
-20	388	15436	-376	117	-81
-12	428	15600	-378	125	-65
-20	432	15520	-373	138	-66
88	368	15484	-375	116	-70
-100	324	15464	-379	140	-67
-12	340	15464	-360	159	-49
20	280	15472	-359	135	-95
-12	264	15464	-377	149	-58
-20	384	15520	-373	162	-63
36	444	15584	-379	168	-88
-160	332	15700	-358	181	-73
-108	412	15488	-373	210	-68
-100	300	15348	-365	216	-81
8	412	15200	-349	200	-62
-120	492	15412	-332	197	-79
24	408	15672	-380	183	-74
-108	236	15688	-413	203	-89
36	348	15640	-417	218	-78
88	352	15292	-425	190	-71
88	292	15112	-414	190	-73
124	276	15400	-395	177	-57
12	232	15640	-370	162	-52
64	168	15520	-371	173	-86
-12	352	15600	-406	150	-70
-64	288	15532	-356	154	-63
96	280	15532	-336	123	-66
72	228	15468	-340	136	-49
4	180	15520	-345	108	-63
-16	328	15436	-363	132	-64
-52	424	15528	-333	112	-65
-48	380	15476	-332	109	-71
56	328	15464	-346	149	-94
100	372	15460	-368	122	-81
-44	396	15532	-392	125	-63
48	304	15436	-406	162	-60
-76	312	15468	-406	181	-79
-32	300	15348	-385	169	-61
64	344	15532	-386	176	-62
8	348	15464	-391	186	-79
140	324	15528	-389	187	-58
20	316	15512	-383	173	-96
-32	304	15432	-385	204	-93
92	320	15440	-359	205	-62
96	412	15572	-357	197	-68
20	464	15512	-361	206	-47
8	408	15512	-380	186	-82
40	420	15528	-379	216	-79
40	388	15504	-375	206	-65
8	388	15332	-366	194	-56
-100	376	15572	-384	209	-48
-28	340	15584	-395	180	-72
100	252	15612	-375	197	-57
20	244	15560	-385	182	-72
124	308	15392	-394	173	-68
100	276	15496	-369	189	-78
84	280	15496	-364	209	-71
-24	424	15532	-364	204	-72
88	316	15584	-370	222	-59
64	472	15420	-355	211	-24
36	428	15640	-335	239	-48
48	472	15460	-351	266	-100
44	496	15516	-398	231	-107
68	376	15504	-361	234	-51
-12	272	15516	-359	211	-45
84	372	15476	-376	232	-26
160	456	15568	-385	226	-56
72	472	15336	-365	204	-109
72	500	15484	-366	243	-104
124	404	15544	-388	236	-77
72	324	15556	-372	174	-72
108	332	15572	-349	188	-68
0	396	15536	-350	152	-55
-48	364	15552	-363	199	-52
28	476	15436	-376	178	-93
-36	308	15484	-344	150	-88
0	404	15580	-372	173	-74
84	348	15364	-381	174	-81
12	384	15432	-410	137	-62
-36	328	15432	-385	130	-57
68	304	15592	-382	176	-60
112	440	15556	-368	186	-91
144	368	15460	-404	165	-90
88	368	15620	-401	151	-69
-12	396	15684	-385	169	-76
156	400	15364	-393	180	-71
80	344	15440	-379	200	-69
80	252	15456	-360	164	-57
228	380	15452	-362	168	-98
220	316	15496	-356	166	-58
140	360	15616	-368	131	-58
148	340	15624	-376	182	-68
148	392	15580	-341	176	-95
20	392	15528	-361	173	-75
16	332	15384	-364	135	-71
160	332	15556	-347	200	-71
192	404	15576	-364	190	-75
72	360	15304	-370	205	-53
132	444	15544	-375	221	-62
120	304	15512	-389	247	-63
152	336	15564	-371	240	-60
140	352	15448	-369	223	-53
240	464	15528	-383	233	-70
80	356	15472	-378	229	-75
28	388	15676	-376	238	-67
112	428	15524	-378	219	-50
68	384	15412	-358	229	-60
132	364	15576	-371	230	-68
212	312	15416	-348	200	-69
160	420	15484	-344	212	-76
184	456	15520	-367	206	-64
188	440	15408	-376	151	-59
256	456	15408	-364	171	-58
112	408	15480	-343	160	-71
164	452	15516	-395	129	-49
76	392	15520	-367	173	-67
216	488	15492	-385	130	-56
204	284	15500	-382	133	-62
204	440	15460	-378	135	-81
192	472	15632	-373	119	-61
156	488	15436	-373	108	-65
200	332	15524	-374	124	-62
220	432	15432	-372	127	-62
156	420	15524	-363	140	-52
252	420	15452	-376	130	-79
172	400	15456	-372	141	-89
248	392	15640	-347	150	-75
240	400	15572	-369	143	-62
220	508	15616	-375	175	-67
152	392	15556	-397	193	-82
132	488	15528	-369	189	-69
116	420	15496	-385	220	-78
144	344	15392	-391	226	-77
124	408	15544	-380	217	-100
320	352	15464	-390	214	-95
164	380	15612	-385	213	-64
148	396	15472	-376	194	-55
132	420	15656	-375	195	-51
180	508	15480	-388	205	-85
204	384	15428	-351	165	-77
228	428	15572	-379	194	-89
240	340	15488	-390	159	-44
84	464	15392	-371	172	-51
156	352	15524	-369	156	-81
248	456	15620	-397	161	-83
140	264	15552	-379	136	-79
116	308	15572	-387	140	-52
172	432	15376	-394	150	-86
84	352	15440	-401	160	-91
104	344	15444	-358	162	-65
192	392	15412	-372	153	-83
4	268	15616	-375	145	-60
148	292	15580	-369	172	-74
64	428	15432	-379	185	-75
64	352	15564	-385	197	-89
220	376	15476	-360	164	-58
164	492	15580	-388	198	-91
116	340	15532	-376	180	-64
148	312	15528	-367	167	-82
148	352	15620	-382	186	-68
204	396	15448	-362	182	-73
168	408	15588	-371	178	-47
220	396	15436	-364	174	-68
180	340	15432	-361	193	-64
132	404	15540	-373	155	-68
192	336	15688	-386	193	-72
184	352	15340	-381	202	-82
224	340	15572	-375	209	-77
228	392	15504	-364	178	-67
208	416	15488	-387	187	-61
124	388	15596	-396	185	-77
200	320	15420	-378	197	-52
168	360	15588	-381	183	-69
164	392	15436	-393	149	-58
192	252	15392	-379	178	-65
180	404	15468	-386	159	-65
212	352	15484	-375	145	-86
100	368	15576	-372	126	-72
188	412	15544	-363	143	-75
268	436	15620	-362	138	-87
172	296	15572	-386	115	-69
188	448	15404	-379	109	-58
196	428	15520	-370	120	-78
320	480	15464	-396	91	-54
216	368	15416	-354	130	-57
116	344	15512	-361	88	-68
348	408	15496	-374	110	-52
256	452	15604	-374	94	-100
212	404	15468	-389	108	-72
172	352	15468	-368	106	-68
84	456	15500	-378	117	-49
184	400	15532	-380	107	-37
192	416	15588	-372	123	-80
28	376	15512	-370	139	-77
232	396	15504	-387	139	-73
80	340	15692	-383	134	-76
148	404	15516	-381	104	-65
124	440	15560	-366	140	-50
172	256	15448	-392	130	-87
276	412	15472	-371	150	-66
148	448	15484	-379	153	-75
256	396	15392	-378	126	-76
172	332	15496	-351	168	-56
168	324	15568	-387	152	-91
188	400	15520	-377	145	-44
128	416	15480	-362	156	-73
88	368	15548	-379	151	-74
184	360	15372	-371	147	-56
224	332	15580	-376	177	-55
200	316	15620	-371	171	-46
88	416	15676	-400	151	-63
92	292	15508	-366	165	-69
112	316	15344	-385	153	-53
124	256	15416	-372	176	-58
96	276	15460	-360	190	-57
108	408	15508	-369	182	-97
220	336	15444	-361	195	-47
116	408	15464	-373	221	-85
152	416	15540	-386	181	-78
48	292	15400	-389	173	-73
96	344	15488	-377	199	-61
84	312	15520	-380	193	-63
64	360	15508	-359	214	-78
112	416	15456	-387	220	-69
108	272	15512	-393	191	-67
112	392	15532	-389	218	-61
84	340	15564	-401	194	-77
116	296	15464	-352	213	-59
80	324	15472	-362	171	-95
40	272	15496	-365	183	-84
44	404	15528	-365	197	-80
16	336	15472	-380	173	-77
68	256	15504	-368	177	-67
36	304	15440	-370	180	-84
100	240	15692	-379	185	-73
40	352	15352	-386	178	-71
164	340	15424	-355	179	-76
108	320	15628	-359	171	-64
16	368	15484	-368	200	-47
20	448	15576	-372	237	-91
108	364	15532	-365	236	-65
60	388	15496	-388	221	-74
80	356	15468	-356	243	-58
76	252	15512	-371	241	-62
128	292	15512	-373	248	-69
80	292	15356	-363	249	-85
0	396	15540	-373	256	-92
140	404	15720	-354	256	-60
68	344	15532	-358	231	-63
128	292	15580	-372	247	-73
92	376	15548	-352	277	-72
-44	320	15380	-364	254	-50
152	324	15556	-356	226	-65
44	420	15416	-347	234	-111
108	236	15460	-351	214	-55
4	392	15468	-377	199	-71
-12	304	15548	-365	210	-76
44	480	15712	-357	166	-55
84	384	15432	-345	197	-50
76	432	15412	-350	184	-87
140	348	15348	-374	146	-70
40	300	15496	-359	133	-100
104	368	15496	-374	168	-80
-20	292	15508	-368	138	-51
-112	312	15456	-396	141	-58
16	388	15464	-389	131	-55
-68	348	15472	-362	138	-51
24	376	15640	-392	133	-91
-108	388	15576	-392	144	-109
-88	424	15604	-375	156	-75
72	376	15524	-386	151	-78
-52	300	15612	-383	185	-41
-16	356	15540	-381	163	-59
-12	372	15356	-396	208	-74
84	348	15328	-382	199	-46
8	340	15336	-376	160	-83
-44	312	15440	-379	199	-54
4	352	15656	-375	209	-65
20	292	15540	-361	193	-67
-16	344	15488	-375	195	-82
72	420	15380	-373	211	-74
-52	300	15544	-366	160	-63
40	312	15496	-334	192	-54
28	312	15440	-360	185	-81
0	304	15508	-342	169	-61
-36	324	15488	-357	170	-74
-8	396	15412	-374	165	-64
-32	280	15468	-362	179	-61
-4	352	15380	-380	176	-63
0	404	15536	-382	153	-77
-44	284	15652	-381	182	-30
-8	388	15408	-389	137	-44
-20	296	15572	-390	210	-80
-16	220	15504	-377	173	-49
-28	380	15444	-377	144	-74
-20	316	15548	-382	194	-41
-32	396	15488	-347	192	-57
-76	336	15548	-369	163	-58
-72	332	15756	-369	185	-52
-24	316	15548	-398	189	-72
-12	440	15564	-396	173	-56
-8	312	15380	-402	158	-54
-4	292	15456	-387	138	-42
-32	308	15460	-370	125	-68
-132	240	15396	-377	123	-35
96	288	15464	-355	121	-74
-52	416	15452	-355	106	-67
-20	336	15504	-364	87	-81
-124	184	15636	-359	110	-68
-60	256	15452	-345	105	-76
-116	320	15444	-372	102	-33
16	308	15364	-357	96	-51
-12	364	15564	-372	83	-43
36	356	15408	-379	96	-63
-68	368	15472	-394	107	-67
-60	340	15364	-413	119	-58
56	308	15540	-401	94	-56
-20	400	15552	-386	138	-48
40	364	15452	-365	131	-59
40	308	15460	-349	157	-52
12	460	15632	-358	147	-61
-8	372	15600	-369	163	-68
64	356	15540	-354	178	-80
56	364	15436	-335	181	-69
72	404	15468	-334	197	-80
28	372	15500	-373	203	-73
-4	304	15660	-387	218	-43
24	380	15696	-414	236	-72
80	384	15728	-416	218	-78
0	320	15576	-410	223	-61
12	264	15384	-397	231	-42
-4	368	15340	-371	198	-62
-12	336	15400	-347	223	-67
-88	404	15444	-317	199	-61
100	340	15524	-326	208	-91
-12	460	15568	-340	199	-78
-12	344	15656	-335	173	-79
56	336	15720	-410	209	-75
-60	316	15356	-393	165	-68
12	268	15328	-402	185	-57
4	340	15256	-413	150	-44
184	368	15436	-397	153	-72
84	352	15648	-430	142	-72
76	332	15496	-409	120	-79
20	264	15452	-379	131	-68
76	296	15316	-356	139	-60
92	340	15284	-311	105	-61
92	332	15328	-306	106	-47
148	368	15416	-301	135	-60
28	488	15532	-333	132	-96
-44	416	15532	-343	124	-67
0	460	15572	-374	169	-84
40	400	15472	-403	179	-69
-16	432	15520	-418	164	-34
8	440	15692	-416	195	-70
20	404	15284	-435	194	-78
92	400	15528	-413	227	-64
-60	380	15500	-386	205	-59
40	376	15456	-367	234	-73
12	260	15548	-350	242	-73
112	384	15416	-343	213	-70
140	336	15376	-363	241	-93
32	452	15388	-348	231	-65
64	484	15512	-356	226	-74
32	324	15500	-348	233	-56
8	440	15532	-391	212	-87
136	344	15484	-399	227	-68
144	376	15548	-406	211	-57
152	320	15612	-428	170	-88
68	340	15504	-403	162	-53
120	360	15440	-392	163	-64
152	408	15444	-355	159	-56
168	328	15460	-337	138	-68
88	324	15580	-330	149	-56
180	336	15616	-315	122	-83
200	376	15608	-320	154	-58
192	348	15624	-350	148	-58
60	356	15412	-362	140	-57
144	416	15504	-373	163	-57
32	396	15588	-410	178	-89
76	392	15284	-393	163	-49
-12	484	15584	-390	161	-60
76	416	15624	-427	175	-50
192	456	15520	-395	181	-87
8	276	15412	-398	175	-65
52	376	15428	-392	165	-53
184	448	15356	-371	157	-64
248	404	15576	-355	176	-81
120	464	15492	-338	157	-101
124	448	15548	-333	165	-61
156	428	15540	-364	150	-81
140	360	15704	-377	149	-57
168	476	15548	-395	143	-48
200	448	15552	-402	158	-63
112	464	15500	-394	141	-64
172	460	15560	-415	128	-61
64	460	15400	-389	137	-64
204	344	15476	-401	135	-55
96	384	15552	-366	115	-72
144	372	15472	-367	124	-43
128	364	15540	-381	139	-71
72	364	15424	-347	148	-75
228	284	15364	-343	128	-55
244	448	15504	-362	140	-49
104	344	15528	-379	164	-71
152	288	15672	-377	187	-69
160	308	15520	-358	184	-71
144	496	15432	-383	193	-69
148	344	15472	-386	185	-68
128	392	15492	-361	197	-71
172	428	15536	-383	168	-92
208	460	15564	-373	177	-64
152	372	15580	-396	191	-77
212	332	15636	-385	198	-74
144	380	15424	-368	185	-82
220	300	15396	-362	183	-60
96	464	15484	-369	184	-49
200	400	15464	-372	182	-87
248	432	15604	-377	169	-62
212	416	15560	-385	182	-56
288	492	15340	-404	197	-71
152	412	15428	-398	182	-53
144	464	15568	-368	149	-61
244	444	15476	-375	164	-55
232	476	15424	-346	163	-41
128	380	15572	-348	158	-84
184	500	15544	-343	165	-52
256	520	15624	-368	163	-75
300	468	15408	-353	167	-79
192	336	15516	-369	146	-75
132	404	15688	-375	162	-49
220	376	15428	-384	163	-67
84	456	15468	-381	143	-60
140	388	15604	-395	174	-73
152	440	15512	-364	175	-43
344	388	15400	-402	165	-63
188	420	15568	-378	196	-60
124	388	15432	-371	193	-84
220	380	15520	-376	170	-71
172	380	15628	-357	189	-68
248	288	15536	-360	217	-63
168	424	15584	-359	181	-88
264	448	15468	-371	223	-56
136	340	15536	-372	214	-67
208	364	15356	-375	221	-72
176	392	15620	-383	248	-65
80	364	15404	-378	251	-62
148	456	15452	-355	265	-60
188	316	15480	-402	246	-61
200	376	15648	-354	245	-116
76	380	15556	-377	271	-80
132	308	15460	-346	245	-61
172	448	15412	-364	238	-92
208	344	15436	-329	205	-55
144	368	15576	-344	210	-65
164	480	15488	-371	221	-75
172	400	15512	-346	199	-91
132	284	15560	-398	207	-95
188	368	15428	-365	158	-67
152	308	15380	-402	174	-69
200	404	15400	-390	174	-55
204	448	15592	-396	154	-63
252	428	15400	-420	118	-49
292	456	15600	-389	146	-59
132	448	15560	-387	135	-68
144	252	15444	-385	138	-82
220	412	15476	-374	152	-58
220	320	15532	-357	152	-88
72	348	15424	-360	158	-56
220	388	15548	-359	173	-73
204	344	15512	-367	168	-75
124	356	15572	-373	178	-70
152	408	15520	-382	179	-59
280	328	15512	-379	172	-73
164	392	15468	-353	178	-62
172	432	15384	-372	181	-83
144	468	15452	-348	168	-73
132	452	15420	-358	204	-72
112	472	15624	-375	222	-88
280	388	15540	-399	199	-69
220	400	15520	-361	199	-72
200	300	15460	-355	195	-53
56	360	15524	-367	206	-61
180	344	15544	-393	217	-55
172	440	15572	-372	204	-79
108	396	15660	-404	217	-78
184	260	15412	-372	227	-64
176	360	15440	-395	211	-59
224	396	15384	-373	208	-85
144	336	15556	-367	216	-73
144	376	15440	-384	201	-60
116	388	15416	-357	170	-63
80	436	15392	-363	193	-66
